"","fecha","rank","artista","cancion"
"14395",2020-06-13,95,"Future Featuring YoungBoy Never Broke Again","Trillionaire"
"14396",2020-06-13,96,"Surf Mesa Featuring Emilee","ily"
"14397",2020-06-13,97,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"14398",2020-06-13,98,"Noah Cyrus & Leon Bridges","July"
"14399",2020-06-13,99,"Lil Baby","All In"
"14400",2020-06-13,100,"Future Featuring Travis Scott","Solitaires"
"14401",2020-06-20,1,"DaBaby Featuring Roddy Ricch","Rockstar"
"14402",2020-06-20,2,"Megan Thee Stallion Featuring Beyonce","Savage"
"14403",2020-06-20,3,"The Weeknd","Blinding Lights"
"14404",2020-06-20,4,"Doja Cat Featuring Nicki Minaj","Say So"
"14405",2020-06-20,5,"Justin Bieber Featuring Quavo","Intentions"
"14406",2020-06-20,6,"Drake","Toosie Slide"
"14407",2020-06-20,7,"SAINt JHN","Roses"
"14408",2020-06-20,8,"Dua Lipa","Don't Start Now"
"14409",2020-06-20,9,"Roddy Ricch","The Box"
"14410",2020-06-20,10,"Lady Gaga & Ariana Grande","Rain On Me"
"14411",2020-06-20,11,"Post Malone","Circles"
"14412",2020-06-20,12,"Lil Mosey","Blueberry Faygo"
"14413",2020-06-20,13,"Maren Morris","The Bones"
"14414",2020-06-20,14,"Harry Styles","Adore You"
"14415",2020-06-20,15,"Future Featuring Drake","Life Is Good"
"14416",2020-06-20,16,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin"
"14417",2020-06-20,17,"Trevor Daniel","Falling"
"14418",2020-06-20,18,"Gabby Barrett Featuring Charlie Puth","I Hope"
"14419",2020-06-20,19,"Surfaces","Sunday Best"
"14420",2020-06-20,20,"Ariana Grande & Justin Bieber","Stuck With U"
"14421",2020-06-20,21,"StaySolidRocky","Party Girl"
"14422",2020-06-20,22,"Morgan Wallen","Chasin' You"
"14423",2020-06-20,23,"Powfu Featuring beabadoobee","Death Bed"
"14424",2020-06-20,24,"Roddy Ricch Featuring Mustard","High Fashion"
"14425",2020-06-20,25,"THE SCOTTS, Travis Scott & Kid Cudi","The Scotts"
"14426",2020-06-20,26,"Dua Lipa","Break My Heart"
"14427",2020-06-20,27,"Lewis Capaldi","Before You Go"
"14428",2020-06-20,28,"Luke Combs Featuring Eric Church","Does To Me"
"14429",2020-06-20,29,"Harry Styles","Watermelon Sugar"
"14430",2020-06-20,30,"Sam Hunt","Hard To Forget"
"14431",2020-06-20,31,"Carly Pearce & Lee Brice","I Hope You're Happy Now"
"14432",2020-06-20,32,"Maroon 5","Memories"
"14433",2020-06-20,33,"Marshmello & Halsey","Be Kind"
"14434",2020-06-20,34,"Lil Baby & 42 Dugg","We Paid"
"14435",2020-06-20,35,"Travis Denning","After A Few"
"14436",2020-06-20,36,"Billie Eilish","Everything I Wanted"
"14437",2020-06-20,37,"Chris Brown & Young Thug","Go Crazy"
"14438",2020-06-20,38,"Blake Shelton Duet With Gwen Stefani","Nobody But You"
"14439",2020-06-20,39,"Luke Bryan","One Margarita"
"14440",2020-06-20,40,"Camila Cabello Featuring DaBaby","My Oh My"
"14441",2020-06-20,41,"Diplo Presents Thomas Wesley Featuring Morgan Wallen","Heartless"
"14442",2020-06-20,42,"BENEE Featuring Gus Dapperton","Supalonely"
"14443",2020-06-20,43,"6ix9ine","Gooba"
"14444",2020-06-20,44,"NLE Choppa Featuring Roddy Ricch","Walk Em Down"
"14445",2020-06-20,45,"Miranda Lambert","Bluebird"
"14446",2020-06-20,46,"blackbear","Hot Girl Bummer"
"14447",2020-06-20,47,"Lil Baby","Emotionally Scarred"
"14448",2020-06-20,48,"Pop Smoke","Dior"
"14449",2020-06-20,49,"Kenny Chesney","Here And Now"
"14450",2020-06-20,50,"Tones And I","Dance Monkey"
"14451",2020-06-20,51,"Thomas Rhett Featuring Jon Pardi","Beer Can't Fix"
"14452",2020-06-20,52,"Drake Featuring Giveon","Chicago Freestyle"
"14453",2020-06-20,53,"JP Saxe Featuring Julia Michaels","If The World Was Ending"
"14454",2020-06-20,54,"The Weeknd","In Your Eyes"
"14455",2020-06-20,55,"JACKBOYS Featuring Young Thug","Out West"
"14456",2020-06-20,56,"Florida Georgia Line","I Love My Country"
"14457",2020-06-20,57,"Don Toliver","After Party"
"14458",2020-06-20,58,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","Be A Light"
"14459",2020-06-20,59,"Polo G Featuring Juice WRLD","Flex"
"14460",2020-06-20,60,"Maddie & Tae","Die From A Broken Heart"
"14461",2020-06-20,61,"Jhene Aiko","P*$$y Fairy (OTW)"
"14462",2020-06-20,62,"PARTYNEXTDOOR & Rihanna","Believe It"
"14463",2020-06-20,63,"Scotty McCreery","In Between"
"14464",2020-06-20,64,"Meek Mill","Otherside Of America"
"14465",2020-06-20,65,"Keith Urban","God Whispered Your Name"
"14466",2020-06-20,66,"Bad Bunny","Yo Perreo Sola"
"14467",2020-06-20,67,"Regard","Ride It."
"14468",2020-06-20,68,"Jonas Brothers Featuring Karol G","X"
"14469",2020-06-20,69,"Katy Perry","Daisies"
"14470",2020-06-20,70,"Twenty One Pilots","Level Of Concern"
"14471",2020-06-20,71,"Young T & Bugsey Featuring Headie One","Don't Rush"
"14472",2020-06-20,72,"Migos Featuring YoungBoy Never Broke Again","Need It"
"14473",2020-06-20,73,"Gunna Featuring Young Thug","Dollaz On My Head"
"14474",2020-06-20,74,"Carrie Underwood","Drinking Alone"
"14475",2020-06-20,75,"Juice WRLD","Righteous"
"14476",2020-06-20,76,"Jason Aldean","Got What I Got"
"14477",2020-06-20,77,"Juice WRLD & Trippie Redd","Tell Me U Luv Me"
"14478",2020-06-20,78,"LOCASH","One Big Country Song"
"14479",2020-06-20,79,"Doja Cat Featuring Gucci Mane","Like That"
"14480",2020-06-20,80,"Sleepy Hallow","Deep End Freestyle"
"14481",2020-06-20,81,"Lil Baby & 42 Dugg","Grace"
"14482",2020-06-20,82,"Lady Gaga & BLACKPINK","Sour Candy"
"14483",2020-06-20,83,"Justin Moore","Why We Drink"
"14484",2020-06-20,84,"Rod Wave","Girl Of My Dreams"
"14485",2020-06-20,85,"Kane Brown","Cool Again"
"14486",2020-06-20,86,"NAV, Gunna & Travis Scott","Turks"
"14487",2020-06-20,87,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"14488",2020-06-20,88,"Noah Cyrus & Leon Bridges","July"
"14489",2020-06-20,89,"Gunna Featuring Roddy Ricch","Cooler Than A Bitch"
"14490",2020-06-20,90,"Black Eyed Peas, Ozuna + J.Rey Soul","Mamacita"
"14491",2020-06-20,91,"Lil Baby","All In"
"14492",2020-06-20,92,"Lil Uzi Vert","That Way"
"14493",2020-06-20,93,"Ashley McBryde","One Night Standards"
"14494",2020-06-20,94,"Lee Brice","One Of Them Girls"
"14495",2020-06-20,95,"Brantley Gilbert","Hard Days"
"14496",2020-06-20,96,"Brett Young","Catch"
"14497",2020-06-20,97,"Surf Mesa Featuring Emilee","ily"
"14498",2020-06-20,98,"Polo G","21"
"14499",2020-06-20,99,"Future Featuring YoungBoy Never Broke Again","Trillionaire"
"14500",2020-06-20,100,"Kane Brown","Worldwide Beautiful"
"14501",2020-06-27,1,"6ix9ine & Nicki Minaj","Trollz"
"14502",2020-06-27,2,"DaBaby Featuring Roddy Ricch","Rockstar"
"14503",2020-06-27,3,"Lil Baby","The Bigger Picture"
"14504",2020-06-27,4,"Megan Thee Stallion Featuring Beyonce","Savage"
"14505",2020-06-27,5,"The Weeknd","Blinding Lights"
"14506",2020-06-27,6,"Doja Cat Featuring Nicki Minaj","Say So"
"14507",2020-06-27,7,"Justin Bieber Featuring Quavo","Intentions"
"14508",2020-06-27,8,"SAINt JHN","Roses"
"14509",2020-06-27,9,"Lady Gaga & Ariana Grande","Rain On Me"
"14510",2020-06-27,10,"Roddy Ricch","The Box"
"14511",2020-06-27,11,"Lil Mosey","Blueberry Faygo"
"14512",2020-06-27,12,"Drake","Toosie Slide"
"14513",2020-06-27,13,"Post Malone","Circles"
"14514",2020-06-27,14,"Dua Lipa","Don't Start Now"
"14515",2020-06-27,15,"Maren Morris","The Bones"
"14516",2020-06-27,16,"Harry Styles","Adore You"
"14517",2020-06-27,17,"Future Featuring Drake","Life Is Good"
"14518",2020-06-27,18,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin"
"14519",2020-06-27,19,"Harry Styles","Watermelon Sugar"
"14520",2020-06-27,20,"Trevor Daniel","Falling"
"14521",2020-06-27,21,"Surfaces","Sunday Best"
"14522",2020-06-27,22,"StaySolidRocky","Party Girl"
"14523",2020-06-27,23,"Gabby Barrett Featuring Charlie Puth","I Hope"
"14524",2020-06-27,24,"Powfu Featuring beabadoobee","Death Bed"
"14525",2020-06-27,25,"Dua Lipa","Break My Heart"
"14526",2020-06-27,26,"Ariana Grande & Justin Bieber","Stuck With U"
"14527",2020-06-27,27,"Lil Baby & 42 Dugg","We Paid"
"14528",2020-06-27,28,"Sam Hunt","Hard To Forget"
"14529",2020-06-27,29,"Lewis Capaldi","Before You Go"
"14530",2020-06-27,30,"Roddy Ricch Featuring Mustard","High Fashion"
"14531",2020-06-27,31,"Morgan Wallen","Chasin' You"
"14532",2020-06-27,32,"THE SCOTTS, Travis Scott & Kid Cudi","The Scotts"
"14533",2020-06-27,33,"Miranda Lambert","Bluebird"
"14534",2020-06-27,34,"Chris Brown & Young Thug","Go Crazy"
"14535",2020-06-27,35,"Luke Bryan","One Margarita"
"14536",2020-06-27,36,"6ix9ine","Gooba"
"14537",2020-06-27,37,"Lil Baby","Emotionally Scarred"
"14538",2020-06-27,38,"NLE Choppa Featuring Roddy Ricch","Walk Em Down"
"14539",2020-06-27,39,"Maroon 5","Memories"
"14540",2020-06-27,40,"Marshmello & Halsey","Be Kind"
"14541",2020-06-27,41,"Carly Pearce & Lee Brice","I Hope You're Happy Now"
"14542",2020-06-27,42,"Luke Combs Featuring Eric Church","Does To Me"
"14543",2020-06-27,43,"Billie Eilish","Everything I Wanted"
"14544",2020-06-27,44,"Blake Shelton Duet With Gwen Stefani","Nobody But You"
"14545",2020-06-27,45,"BENEE Featuring Gus Dapperton","Supalonely"
"14546",2020-06-27,46,"Kenny Chesney","Here And Now"
"14547",2020-06-27,47,"Diplo Presents Thomas Wesley Featuring Morgan Wallen","Heartless"
"14548",2020-06-27,48,"Travis Denning","After A Few"
"14549",2020-06-27,49,"Pop Smoke","Dior"
"14550",2020-06-27,50,"blackbear","Hot Girl Bummer"
"14551",2020-06-27,51,"Pop Smoke Featuring Rowdy Rebel","Make It Rain"
"14552",2020-06-27,52,"Kid LAROI & Juice WRLD","Go!"
"14553",2020-06-27,53,"Scotty McCreery","In Between"
"14554",2020-06-27,54,"NLE Choppa","Shotta Flow 5"
"14555",2020-06-27,55,"JP Saxe Featuring Julia Michaels","If The World Was Ending"
"14556",2020-06-27,56,"Young T & Bugsey Featuring Headie One","Don't Rush"
"14557",2020-06-27,57,"Maddie & Tae","Die From A Broken Heart"
"14558",2020-06-27,58,"Thomas Rhett Featuring Jon Pardi","Beer Can't Fix"
"14559",2020-06-27,59,"J. Cole","Snow On Tha Bluff"
"14560",2020-06-27,60,"Florida Georgia Line","I Love My Country"
"14561",2020-06-27,61,"Jhene Aiko","P*$$y Fairy (OTW)"
"14562",2020-06-27,62,"Drake Featuring Giveon","Chicago Freestyle"
"14563",2020-06-27,63,"Don Toliver","After Party"
"14564",2020-06-27,64,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","Be A Light"
"14565",2020-06-27,65,"Tyla Yaweh & Post Malone","Tommy Lee"
"14566",2020-06-27,66,"PARTYNEXTDOOR & Rihanna","Believe It"
"14567",2020-06-27,67,"The Weeknd","In Your Eyes"
"14568",2020-06-27,68,"Polo G Featuring Juice WRLD","Flex"
"14569",2020-06-27,69,"Keith Urban","God Whispered Your Name"
"14570",2020-06-27,70,"Bad Bunny","Yo Perreo Sola"
"14571",2020-06-27,71,"Jason Aldean","Got What I Got"
"14572",2020-06-27,72,"Surf Mesa Featuring Emilee","ily"
"14573",2020-06-27,73,"Black Eyed Peas, Ozuna + J.Rey Soul","Mamacita"
"14574",2020-06-27,74,"Migos Featuring YoungBoy Never Broke Again","Need It"
"14575",2020-06-27,75,"Gunna Featuring Young Thug","Dollaz On My Head"
"14576",2020-06-27,76,"Katy Perry","Daisies"
"14577",2020-06-27,77,"LOCASH","One Big Country Song"
"14578",2020-06-27,78,"Lil Baby & 42 Dugg","Grace"
"14579",2020-06-27,79,"Twenty One Pilots","Level Of Concern"
"14580",2020-06-27,80,"Jonas Brothers Featuring Karol G","X"
"14581",2020-06-27,81,"Jawsh 685 x Jason Derulo","Savage Love (Laxed - Siren Beat)"
"14582",2020-06-27,82,"Regard","Ride It."
"14583",2020-06-27,83,"Chloe X Halle","Do It"
"14584",2020-06-27,84,"Polo G","21"
"14585",2020-06-27,85,"Doja Cat Featuring Gucci Mane","Like That"
"14586",2020-06-27,86,"Justin Moore","Why We Drink"
"14587",2020-06-27,87,"Meek Mill","Otherside Of America"
"14588",2020-06-27,88,"Carrie Underwood","Drinking Alone"
"14589",2020-06-27,89,"Juice WRLD","Righteous"
"14590",2020-06-27,90,"Rod Wave","Girl Of My Dreams"
"14591",2020-06-27,91,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"14592",2020-06-27,92,"Chris Janson","Done"
"14593",2020-06-27,93,"Kane Brown","Cool Again"
"14594",2020-06-27,94,"Sleepy Hallow","Deep End Freestyle"
"14595",2020-06-27,95,"Lil Baby","All In"
"14596",2020-06-27,96,"Zac Brown Band","The Man Who Loves You The Most"
"14597",2020-06-27,97,"Ashley McBryde","One Night Standards"
"14598",2020-06-27,98,"Lee Brice","One Of Them Girls"
"14599",2020-06-27,99,"Noah Cyrus & Leon Bridges","July"
"14600",2020-06-27,100,"J.I The Prince Of N.Y","Need Me"
"14601",2020-07-04,1,"DaBaby Featuring Roddy Ricch","Rockstar"
"14602",2020-07-04,2,"Megan Thee Stallion Featuring Beyonce","Savage"
"14603",2020-07-04,3,"The Weeknd","Blinding Lights"
"14604",2020-07-04,4,"SAINt JHN","Roses"
"14605",2020-07-04,5,"Justin Bieber Featuring Quavo","Intentions"
"14606",2020-07-04,6,"Doja Cat Featuring Nicki Minaj","Say So"
"14607",2020-07-04,7,"Lil Baby","The Bigger Picture"
"14608",2020-07-04,8,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin"
"14609",2020-07-04,9,"Lil Mosey","Blueberry Faygo"
"14610",2020-07-04,10,"Post Malone","Circles"
"14611",2020-07-04,11,"Lady Gaga & Ariana Grande","Rain On Me"
"14612",2020-07-04,12,"Harry Styles","Adore You"
"14613",2020-07-04,13,"Maren Morris","The Bones"
"14614",2020-07-04,14,"Dua Lipa","Don't Start Now"
"14615",2020-07-04,15,"Roddy Ricch","The Box"
"14616",2020-07-04,16,"Harry Styles","Watermelon Sugar"
"14617",2020-07-04,17,"Gabby Barrett Featuring Charlie Puth","I Hope"
"14618",2020-07-04,18,"Lil Baby & 42 Dugg","We Paid"
"14619",2020-07-04,19,"Trevor Daniel","Falling"
"14620",2020-07-04,20,"Drake","Toosie Slide"
"14621",2020-07-04,21,"Future Featuring Drake","Life Is Good"
"14622",2020-07-04,22,"Surfaces","Sunday Best"
"14623",2020-07-04,23,"Dua Lipa","Break My Heart"
"14624",2020-07-04,24,"Powfu Featuring beabadoobee","Death Bed"
"14625",2020-07-04,25,"StaySolidRocky","Party Girl"
"14626",2020-07-04,26,"Sam Hunt","Hard To Forget"
"14627",2020-07-04,27,"Lewis Capaldi","Before You Go"
"14628",2020-07-04,28,"Ariana Grande & Justin Bieber","Stuck With U"
"14629",2020-07-04,29,"Luke Bryan","One Margarita"
"14630",2020-07-04,30,"Morgan Wallen","Chasin' You"
"14631",2020-07-04,31,"Roddy Ricch Featuring Mustard","High Fashion"
"14632",2020-07-04,32,"Chris Brown & Young Thug","Go Crazy"
"14633",2020-07-04,33,"Miranda Lambert","Bluebird"
"14634",2020-07-04,34,"6ix9ine & Nicki Minaj","Trollz"
"14635",2020-07-04,35,"THE SCOTTS, Travis Scott & Kid Cudi","The Scotts"
"14636",2020-07-04,36,"Lil Baby","Emotionally Scarred"
"14637",2020-07-04,37,"Beyonce","Black Parade"
"14638",2020-07-04,38,"Kenny Chesney","Here And Now"
"14639",2020-07-04,39,"NLE Choppa Featuring Roddy Ricch","Walk Em Down"
"14640",2020-07-04,40,"Maroon 5","Memories"
"14641",2020-07-04,41,"Marshmello & Halsey","Be Kind"
"14642",2020-07-04,42,"BENEE Featuring Gus Dapperton","Supalonely"
"14643",2020-07-04,43,"Jawsh 685 x Jason Derulo","Savage Love (Laxed - Siren Beat)"
"14644",2020-07-04,44,"Blake Shelton Duet With Gwen Stefani","Nobody But You"
"14645",2020-07-04,45,"Carly Pearce & Lee Brice","I Hope You're Happy Now"
"14646",2020-07-04,46,"Pop Smoke","Dior"
"14647",2020-07-04,47,"blackbear","Hot Girl Bummer"
"14648",2020-07-04,48,"Luke Combs Featuring Eric Church","Does To Me"
"14649",2020-07-04,49,"Billie Eilish","Everything I Wanted"
"14650",2020-07-04,50,"6ix9ine","Gooba"
"14651",2020-07-04,51,"Maddie & Tae","Die From A Broken Heart"
"14652",2020-07-04,52,"JP Saxe Featuring Julia Michaels","If The World Was Ending"
"14653",2020-07-04,53,"Florida Georgia Line","I Love My Country"
"14654",2020-07-04,54,"J. Cole","Snow On Tha Bluff"
"14655",2020-07-04,55,"Travis Denning","After A Few"
"14656",2020-07-04,56,"Jhene Aiko","P*$$y Fairy (OTW)"
"14657",2020-07-04,57,"A Boogie Wit da Hoodie","Bleed"
"14658",2020-07-04,58,"Young T & Bugsey Featuring Headie One","Don't Rush"
"14659",2020-07-04,59,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","Be A Light"
"14660",2020-07-04,60,"Scotty McCreery","In Between"
"14661",2020-07-04,61,"Keith Urban","God Whispered Your Name"
"14662",2020-07-04,62,"Black Eyed Peas, Ozuna + J.Rey Soul","Mamacita"
"14663",2020-07-04,63,"Don Toliver","After Party"
"14664",2020-07-04,64,"Drake Featuring Giveon","Chicago Freestyle"
"14665",2020-07-04,65,"Kid LAROI & Juice WRLD","Go!"
"14666",2020-07-04,66,"Thomas Rhett Featuring Jon Pardi","Beer Can't Fix"
"14667",2020-07-04,67,"Jason Aldean","Got What I Got"
"14668",2020-07-04,68,"LOCASH","One Big Country Song"
"14669",2020-07-04,69,"Polo G Featuring Juice WRLD","Flex"
"14670",2020-07-04,70,"PARTYNEXTDOOR & Rihanna","Believe It"
"14671",2020-07-04,71,"Bad Bunny","Yo Perreo Sola"
"14672",2020-07-04,72,"Doja Cat Featuring Gucci Mane","Like That"
"14673",2020-07-04,73,"Justin Moore","Why We Drink"
"14674",2020-07-04,74,"Surf Mesa Featuring Emilee","ily"
"14675",2020-07-04,75,"Migos Featuring YoungBoy Never Broke Again","Need It"
"14676",2020-07-04,76,"Chris Janson","Done"
"14677",2020-07-04,77,"Lil Baby & 42 Dugg","Grace"
"14678",2020-07-04,78,"Kane Brown","Cool Again"
"14679",2020-07-04,79,"Katy Perry","Daisies"
"14680",2020-07-04,80,"The Weeknd","In Your Eyes"
"14681",2020-07-04,81,"Lee Brice","One Of Them Girls"
"14682",2020-07-04,82,"Gunna Featuring Young Thug","Dollaz On My Head"
"14683",2020-07-04,83,"NLE Choppa","Shotta Flow 5"
"14684",2020-07-04,84,"Polo G","21"
"14685",2020-07-04,85,"Jonas Brothers Featuring Karol G","X"
"14686",2020-07-04,86,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"14687",2020-07-04,87,"Ashley McBryde","One Night Standards"
"14688",2020-07-04,88,"Tyla Yaweh & Post Malone","Tommy Lee"
"14689",2020-07-04,89,"Rod Wave","Girl Of My Dreams"
"14690",2020-07-04,90,"Twenty One Pilots","Level Of Concern"
"14691",2020-07-04,91,"Chloe X Halle","Do It"
"14692",2020-07-04,92,"BRELAND","My Truck"
"14693",2020-07-04,93,"Juice WRLD","Righteous"
"14694",2020-07-04,94,"YoungBoy Never Broke Again Featuring Lil Baby","One Shot"
"14695",2020-07-04,95,"J.I The Prince Of N.Y","Need Me"
"14696",2020-07-04,96,"Parker McCollum","Pretty Heart"
"14697",2020-07-04,97,"Morgan Wallen","More Than My Hometown"
"14698",2020-07-04,98,"Lil Baby","All In"
"14699",2020-07-04,99,"AJR","Bang!"
"14700",2020-07-04,100,"Noah Cyrus & Leon Bridges","July"
"14701",2020-07-11,1,"DaBaby Featuring Roddy Ricch","Rockstar"
"14702",2020-07-11,2,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin"
"14703",2020-07-11,3,"The Weeknd","Blinding Lights"
"14704",2020-07-11,4,"Megan Thee Stallion Featuring Beyonce","Savage"
"14705",2020-07-11,5,"SAINt JHN","Roses"
"14706",2020-07-11,6,"Doja Cat Featuring Nicki Minaj","Say So"
"14707",2020-07-11,7,"Justin Bieber Featuring Quavo","Intentions"
"14708",2020-07-11,8,"Harry Styles","Watermelon Sugar"
"14709",2020-07-11,9,"Lil Mosey","Blueberry Faygo"
"14710",2020-07-11,10,"Lil Baby & 42 Dugg","We Paid"
"14711",2020-07-11,11,"Harry Styles","Adore You"
"14712",2020-07-11,12,"Lady Gaga & Ariana Grande","Rain On Me"
"14713",2020-07-11,13,"Post Malone","Circles"
"14714",2020-07-11,14,"Lil Baby","The Bigger Picture"
"14715",2020-07-11,15,"Dua Lipa","Don't Start Now"
"14716",2020-07-11,16,"Roddy Ricch","The Box"
"14717",2020-07-11,17,"Maren Morris","The Bones"
"14718",2020-07-11,18,"Future Featuring Drake","Life Is Good"
"14719",2020-07-11,19,"Trevor Daniel","Falling"
"14720",2020-07-11,20,"Dua Lipa","Break My Heart"
"14721",2020-07-11,21,"Gabby Barrett Featuring Charlie Puth","I Hope"
"14722",2020-07-11,22,"Luke Bryan","One Margarita"
"14723",2020-07-11,23,"Surfaces","Sunday Best"
"14724",2020-07-11,24,"Powfu Featuring beabadoobee","Death Bed"
"14725",2020-07-11,25,"Lewis Capaldi","Before You Go"
"14726",2020-07-11,26,"Drake","Toosie Slide"
"14727",2020-07-11,27,"Sam Hunt","Hard To Forget"
"14728",2020-07-11,28,"Megan Thee Stallion","Girls In The Hood"
"14729",2020-07-11,29,"StaySolidRocky","Party Girl"
"14730",2020-07-11,30,"Chris Brown & Young Thug","Go Crazy"
"14731",2020-07-11,31,"Jawsh 685 x Jason Derulo","Savage Love (Laxed - Siren Beat)"
"14732",2020-07-11,32,"Morgan Wallen","Chasin' You"
"14733",2020-07-11,33,"BLACKPINK","How You Like That"
"14734",2020-07-11,34,"Ariana Grande & Justin Bieber","Stuck With U"
"14735",2020-07-11,35,"Miranda Lambert","Bluebird"
"14736",2020-07-11,36,"Roddy Ricch Featuring Mustard","High Fashion"
"14737",2020-07-11,37,"Lil Baby","Emotionally Scarred"
"14738",2020-07-11,38,"THE SCOTTS, Travis Scott & Kid Cudi","The Scotts"
"14739",2020-07-11,39,"Marshmello & Halsey","Be Kind"
"14740",2020-07-11,40,"NLE Choppa Featuring Roddy Ricch","Walk Em Down"
"14741",2020-07-11,41,"BENEE Featuring Gus Dapperton","Supalonely"
"14742",2020-07-11,42,"Maroon 5","Memories"
"14743",2020-07-11,43,"Blake Shelton Duet With Gwen Stefani","Nobody But You"
"14744",2020-07-11,44,"Pop Smoke","Dior"
"14745",2020-07-11,45,"Maddie & Tae","Die From A Broken Heart"
"14746",2020-07-11,46,"blackbear","Hot Girl Bummer"
"14747",2020-07-11,47,"Kenny Chesney","Here And Now"
"14748",2020-07-11,48,"Florida Georgia Line","I Love My Country"
"14749",2020-07-11,49,"Kanye West Featuring Travis Scott","Wash Us In The Blood"
"14750",2020-07-11,50,"JP Saxe Featuring Julia Michaels","If The World Was Ending"
"14751",2020-07-11,51,"Doja Cat Featuring Gucci Mane","Like That"
"14752",2020-07-11,52,"Jason Aldean","Got What I Got"
"14753",2020-07-11,53,"Luke Combs Featuring Eric Church","Does To Me"
"14754",2020-07-11,54,"6ix9ine & Nicki Minaj","Trollz"
"14755",2020-07-11,55,"6ix9ine","Gooba"
"14756",2020-07-11,56,"Scotty McCreery","In Between"
"14757",2020-07-11,57,"Young T & Bugsey Featuring Headie One","Don't Rush"
"14758",2020-07-11,58,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","Be A Light"
"14759",2020-07-11,59,"Jhene Aiko","P*$$y Fairy (OTW)"
"14760",2020-07-11,60,"Keith Urban","God Whispered Your Name"
"14761",2020-07-11,61,"Don Toliver","After Party"
"14762",2020-07-11,62,"Drake Featuring Giveon","Chicago Freestyle"
"14763",2020-07-11,63,"Chris Janson","Done"
"14764",2020-07-11,64,"Black Eyed Peas, Ozuna + J.Rey Soul","Mamacita"
"14765",2020-07-11,65,"LOCASH","One Big Country Song"
"14766",2020-07-11,66,"Thomas Rhett Featuring Jon Pardi","Beer Can't Fix"
"14767",2020-07-11,67,"Travis Denning","After A Few"
"14768",2020-07-11,68,"Lil Durk Featuring Lil Baby & Polo G","3 Headed Goat"
"14769",2020-07-11,69,"Justin Moore","Why We Drink"
"14770",2020-07-11,70,"Polo G Featuring Juice WRLD","Flex"
"14771",2020-07-11,71,"Beyonce","Black Parade"
"14772",2020-07-11,72,"Migos Featuring YoungBoy Never Broke Again","Need It"
"14773",2020-07-11,73,"Lee Brice","One Of Them Girls"
"14774",2020-07-11,74,"Bad Bunny","Yo Perreo Sola"
"14775",2020-07-11,75,"6LACK Featuring Lil Baby","Know My Rights"
"14776",2020-07-11,76,"Kane Brown","Cool Again"
"14777",2020-07-11,77,"Trevor Daniel x Selena Gomez","Past Life"
"14778",2020-07-11,78,"Surf Mesa Featuring Emilee","ily"
"14779",2020-07-11,79,"Katy Perry","Daisies"
"14780",2020-07-11,80,"Kid LAROI & Juice WRLD","Go!"
"14781",2020-07-11,81,"Gunna Featuring Young Thug","Dollaz On My Head"
"14782",2020-07-11,82,"Morgan Wallen","More Than My Hometown"
"14783",2020-07-11,83,"Ashley McBryde","One Night Standards"
"14784",2020-07-11,84,"Lil Baby & 42 Dugg","Grace"
"14785",2020-07-11,85,"PARTYNEXTDOOR & Rihanna","Believe It"
"14786",2020-07-11,86,"AJR","Bang!"
"14787",2020-07-11,87,"Polo G","21"
"14788",2020-07-11,88,"HARDY Featuring Lauren Alaina & Devin Dawson","One Beer"
"14789",2020-07-11,89,"The Weeknd","In Your Eyes"
"14790",2020-07-11,90,"Rod Wave","Girl Of My Dreams"
"14791",2020-07-11,91,"Chloe X Halle","Do It"
"14792",2020-07-11,92,"Eric Church","Stick That In Your Country Song"
"14793",2020-07-11,93,"Luke Combs","Lovin' On You"
"14794",2020-07-11,94,"Parker McCollum","Pretty Heart"
"14795",2020-07-11,95,"Juice WRLD","Righteous"
"14796",2020-07-11,96,"Rod Wave Featuring ATR Son Son","Rags2Riches"
"14797",2020-07-11,97,"BRELAND","My Truck"
"14798",2020-07-11,98,"Jonas Brothers Featuring Karol G","X"
"14799",2020-07-11,99,"Tim McGraw","I Called Mama"
"14800",2020-07-11,100,"NLE Choppa","Shotta Flow 5"
"14801",2020-07-18,1,"DaBaby Featuring Roddy Ricch","Rockstar"
"14802",2020-07-18,2,"The Weeknd","Blinding Lights"
"14803",2020-07-18,3,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne","Whats Poppin"
"14804",2020-07-18,4,"Megan Thee Stallion Featuring Beyonce","Savage"
